"","Year","Demographic.Region.LCFS","Expenditure.Housing_tmean","Expenditure.Housing_median","Expenditure.Health_tmean","Expenditure.Health_median","Expenditure.Transport_tmean","Expenditure.Transport_median","Expenditure.Comms.Mobile.Phone_tmean","Expenditure.Comms.Mobile.Phone_median","Expenditure.Council.Tax_tmean","Expenditure.Council.Tax_median","Expenditure.Mortgage_tmean","Expenditure.Mortgage_median","Expenditure.Rent_tmean","Expenditure.Rent_median","Expenditure.Rent.Net_tmean","Expenditure.Rent.Net_median","Expenditure.Others_tmean","Expenditure.Others_median","Expenditure.Utilities_tmean","Expenditure.Utilities_median","Expenditure.Food.House.Keeping_tmean","Expenditure.Food.House.Keeping_median","Expenditure.Personal.Cost_tmean","Expenditure.Personal.Cost_median","Expenditure.Leisure.Cost_tmean","Expenditure.Leisure.Cost_median","Expenditure.Water_tmean","Expenditure.Water_median","Expenditure.Council.Tax.Support_tmean","Expenditure.Council.Tax.Support_median","Expenditure.Vehicle.Insurance_tmean","Expenditure.Vehicle.Insurance_median","Expenditure.Utilities.MART_tmean","Expenditure.Utilities.MART_median","Expenditure.Food.House.Keeping.MART_tmean","Expenditure.Food.House.Keeping.MART_median","Expenditure.Personal.MART_tmean","Expenditure.Personal.MART_median","Expenditure.Leisure.MART_tmean","Expenditure.Leisure.MART_median","Expenditure.Total.Essential.Flexible.MART_tmean","Expenditure.Total.Essential.Flexible.MART_median","Expenditure.Total.Essential.Fixed.LCFS_tmean","Expenditure.Total.Essential.Fixed.LCFS_median","Expenditure.Housing.LCFS_tmean","Expenditure.Housing.LCFS_median","Expenditure.Total.Essential.LCFS.MART_tmean","Expenditure.Total.Essential.LCFS.MART_median","Expenditure.Total.Essential.Flexible.LCFS_tmean","Expenditure.Total.Essential.Flexible.LCFS_median"
"14","2021-22","North East",63.9307425096848,41.3,6.34413001841649,0.45,63.4616115068738,31.65,19.6209438222187,17.61,24.0750687837545,26.3544626094212,35.839631467888,0,33.3862903387728,0,29.5501011795934,0,6.81655189373227,2.98,22.8062890293515,20.77,65.0966302480889,57.56,14.9070402249741,0,36.4491980153483,18.86,6.51052424857052,6.46,3.57586891656655,0,8.62375186242758,6.65,33.3236677710921,34.6153846153846,71.3459792447904,60,11.5221706901166,9.23076923076923,8.77272664611064,5.76923076923077,114.135006927571,97.98,220.088680002569,174.277450563634,99.7703739775728,104.54,334.223686930139,298.322553295679,139.259157517763,115.265
"15","2021-22","East Midlands",73.3735323416862,46.7,11.1625178577211,0.825,76.3151023545209,43.585,23.3792820107282,19.51,27.8454637246642,27.8533872853624,47.0757281746038,0,38.2338510534045,0,31.6309626073262,0,6.92509531895002,3.09,24.4595848988774,22.39,75.6179061486877,65.855,15.612829394179,3.495,56.0869784497049,18.27,7.80788566587129,7.22,1.8222334689894,0,11.7497551895481,9.07,30.7570782311602,34.6153846153846,69.5006170935049,60.135,9.63721076772752,6.82730769230769,5.54185891838369,2.11384615384616,104.622205302779,91.23,266.076721782874,223.701469645404,120.44926051629,106.93,370.698927085654,336.063412008692,171.777298891449,133.305
"16","2021-22","West Midlands",76.3817937183763,45.8,11.2712192509459,0.5,80.2643148873074,44.9,22.301229883464,17.43,28.1346738014858,28.9064515482915,50.4504917519392,0,40.7634978551482,0,34.8299607072755,0,7.38814476757354,3.08,24.3207549623572,21.46,76.24948611957,67.655,19.7560445032942,3.495,51.9159732659903,17.24,8.02738197726036,7.31,1.91211254564796,0,12.1654142219906,9.24,30.420889948533,33,71.2466785040873,69.9992307692308,10.6470954484619,7.5,5.81798519950955,3.05769230769231,108.972901963454,103.633846153846,276.191868061092,240.619447741269,126.832285470315,116.54,385.164770024546,343.738775730211,172.242258851212,138.7
"17","2021-22","London",134.745251356119,63.85,8.14764441695569,0,54.4886980664136,20.765,20.3530566024019,17.31,27.793630640844,29.0405291186028,62.4244615023571,0,109.930168607871,0,93.7471523831083,0,6.01177073814383,2.31,22.4015908155459,20.77,68.8823647422606,59.085,22.4631900525834,2.495,63.6937941663627,13.06,8.81678837801797,8.04,3.23600219105135,0,9.93170669424551,6.9,30.0106778657849,27.6923076923077,70.26051493955,66.1546153846154,10.2017124454027,8.46230769230769,4.69459647625956,3.84692307692307,106.610086227517,100.617692307692,313.964513323235,287.710318253843,197.169712858476,170.44,420.574599550752,391.732173784961,177.440939776753,121.09
"18","2021-22","South East",84.59054873551,46.48,10.7734451079728,0.3,81.1346739787673,40.13,21.8163769356825,17.925,33.2564309118613,33.8322164442624,64.705874132601,0,47.0064034374188,0,39.7008740241819,0,11.40498120884,3.46,25.1798488173634,22.16,79.4071113880335,67.835,16.6521313367454,1.345,78.0887791637145,24.025,8.66492976107082,7.88,2.18920354368088,0,10.1113231188624,8.34,28.2736426348995,27.8076923076923,70.0326187995605,60,7.58624285091544,5.09538461538462,4.51208519924062,1.15384615384615,101.724616888233,84.2688461538462,307.682331011235,259.243183496007,149.296422868111,131.88,409.406947899468,359.172789112791,199.327870705857,142.215
"19","2021-22","South West",74.0310292275337,41.69,8.25989357099751,0.745,78.2850351488986,36.125,20.7197158686311,16.95,30.4570667895531,31.1431007751938,53.418695328377,0,41.6626108210525,0,35.2060493689079,0,7.95008289002435,3.23,24.0529864679922,20.77,79.8519390755637,69.945,15.8951170531288,3,57.5906681776137,20.77,9.05172293758086,8.09,2.64236452285965,0,10.3391735025896,7.69,27.8779360849538,27.6923076923077,73.5857665033931,71.2592307692308,8.46726945921808,6.53884615384615,8.65838830442161,6.25038461538461,111.623012906008,104.817692307692,273.121518824015,225.488508489147,127.449724555911,103.43,384.744531730024,334.916681473223,177.390710774298,140.665
"20","2021-22","Wales",51.500832935919,33.22,5.77309458516201,0,71.8179596047041,37.945,20.713489881051,18,28.3790594406548,28.2205323785493,54.2236222278747,0,26.3597010131635,0,18.1035607030185,0,6.3556722695098,2.98,24.2345103448258,21.23,69.7022782146846,61.46,17.3950437040233,2.5,38.5006029389585,13.16,8.75531431713462,8.08,2.76781758378569,0,10.0364279549437,7.45,30.5248009392235,30.9230769230769,69.158201410215,60,8.74686517505711,6.92307692307692,7.51194068866888,5.15307692307692,107.757927972137,94.1146153846154,238.763730944875,195.452642145472,105.724455163794,97.44,346.521658917012,292.542307692308,149.832435202492,119.825
"21","2021-22P","North West",76.9815048508319,43.0248,5.11511875778994,0.379875,65.3937550478173,30.0604,22.0299669244995,18.57648,27.8399165742006,27.6573998233463,45.5900794366661,0,41.0701763604423,0,35.7848182106434,0,6.26246829970715,2.90016,25.1449719049894,22.94118,82.6473791781865,72.32162,16.2808133888066,2.5425,28.684174403191,10.21865,8.74040450071523,8.21736,1.80771717082272,0,12.1843169062767,9.28026,21.8020023654748,21.9230769230769,74.6095658767058,73.8461538461538,12.2939458972362,11.5384615384615,10.2577222286119,8.07692307692308,117.138039459314,111.923076923077,249.212809891513,216.86765,122.571584287498,113.96523084,366.350849350827,333.300587533242,152.757338875174,126.85739
"22","2021-22P","East of England",75.9528444984009,37.585825,6.29774858510662,0,73.6920470052946,29.99445,22.4286891068705,19.5584,31.4985692382867,30.6775354916465,52.4319839056588,0,46.9229538003515,0,39.5778140148193,0,8.9536194570118,3.16683,26.0778443945339,21.96752,90.3285838772129,83.600695,13.7275315583737,0,38.9727703692687,10.58837,8.36942207593767,7.57665,1.86664466260142,0,12.6547561461964,9.37629,21.5170774913785,22.6153846153846,74.7142512686016,69,10.1285047741874,6.92307692307692,9.49869423024676,8.57692307307692,113.70192936065,102.807692307692,271.25550179663,224.299029622705,128.38482840406,114.24348,384.95743115728,347.968523224785,169.106730199389,137.99299
"23","2021-22P","Yorkshire",62.4651995590095,40.23008,5.40475886713332,0.29348,53.5925837262636,21.40299,17.9620410602584,16.00512,24.7047037579448,24.3651389658068,37.5589706191579,0,31.337384528622,0,25.3866276174411,0,5.40264849492923,2.80674,24.720969056017,22.30698,75.9085987334031,65.84409,11.908597640038,0,32.4808349410902,9.61146,7.82716610157129,7.119,2.49692978748496,0,11.440136922443,7.86258,21.9653912477005,20.7692307692308,71.0872959310689,69.2307692307692,10.6458445329438,9.23076923076923,8.02015476124199,8.30538461538462,109.769061553027,103.384615384615,207.090906084697,182.389842503401,100.024170178167,85.3881,316.859967637724,287.616589072351,145.019000370548,119.59721
"24","2021-22P","North East",57.8762940680539,33.64725,3.21883623027297,0,48.4590025675862,17.80525,17.8809878427643,15.008295,23.1650340782661,26.0393568479757,38.734764544473,0,38.9775281949307,0,22.7418824004022,0,4.38522216138965,1.85925,23.446836091631,21.83384,69.9740334690163,59.35947,11.9649518542767,0,22.3639722396405,6.81625,6.83267165323667,6.65118,4.65092066804331,0,8.65613316831699,6.28353,21.6699283309695,22.98,67.8260753067059,60,10.8217770617006,9.23076923076923,7.21112763568951,5.99769230769231,107.945651963036,97.98,193.720141492806,163.522356067712,96.6110586125269,82.935569534,301.665793455842,255.637740853032,127.749793654565,110.9289
"25","2021-22P","East Midlands",61.1168895308801,35.13328,6.35697952095916,0.385125,82.6804389467522,32.35029,20.1104401472989,17.27799,29.6461264518731,29.1507864883885,40.7546870765868,0,33.3115125047951,0,26.3597286928302,0,5.56310182354818,3.05121,25.2658432419578,22.12365,80.7238458368614,70.59975,15.47127612232,0.6126,37.1943165061858,9.10665,7.77648790473278,6.96645,1.89301773185889,0,9.85494988478906,7.92648,20.1144805035922,22.1538461538462,66.9036492909569,60.135,8.95113298451595,6.82730769230769,6.06897739279995,4.61538461538461,100.935383900757,91.23,246.228663497898,185.326215862857,101.871576607467,70.95331,347.164047398656,292.046758600418,158.655281707325,127.27794
"26","2021-22P","West Midlands",72.1230531953981,38.6152,8.50003907525127,0.29464,64.1432972239287,25.63974,20.4554932931905,17.0859,26.6064267011561,25.8858878421238,45.9518773322026,0,41.0056608606259,0,29.6742739736,0,8.2266959462963,2.7976,25.1332728220566,23.04804,79.3268138092331,65.41545,13.5981059583289,0,36.5875821696861,9.384,7.4286225831193,6.93594,2.81146950878727,0,10.9784220633295,8.568,20.6686278345466,23.0769230769231,69.1401287661912,69.9992307692308,10.3375421549388,7.5,7.20033205223497,3.34615384615385,105.65508719268,103.633846153846,246.006882767424,208.081868550304,118.074930527601,99.1259815384615,351.661969960104,314.550964565776,154.645774759305,118.14486
"27","2021-22P","London",138.777460157966,66.563535,7.56516780843428,0.2535,71.4792020802259,13.5,22.034005103049,18.94604,30.4747616804388,30.626039738829,79.9535654958335,0,106.336040929666,0,80.79033485396,0,5.68975936734284,2.6331,26.6560755429955,23.96094,94.8834241980181,76.98116,16.4002964249764,0,65.6622778505712,11.5668,8.72989278075461,7.7292,1.9847915469106,0,10.9279037439665,7.27902,21.0228316767867,22.1538461538462,68.2802194755095,66.1546153846154,9.96288291043241,8.46230769230769,6.27470834441302,6.11538461538461,103.923276770282,100.617692307692,355.973921693291,320.691883891763,218.7310256538,167.9841246935,459.897198463572,429.327578873463,203.602074016561,134.22545
"28","2021-22P","South East",86.9713759345123,45.00948,9.94982184359942,0.507375,78.4723258171374,36.22824,22.457773228288,20.24022,35.4717112553261,34.5539442065391,75.6158930284735,0,47.157950555362,0,39.7252507169711,0,8.80578808561961,3.5984,26.3368276671382,23.42772,94.7722766920451,80.73249,16.0502775573405,0.5445,65.6293183478415,21.9081,8.29631966275268,7.64784,1.93489917719824,0,12.1534886629395,8.94074,19.5680480504161,18.6923076923077,70.9454874244591,60,7.62931574878188,5.09538461538462,6.13994808419756,2.65384615384615,102.773600126779,84.2688461538462,317.744689192956,260.935652366746,162.587268962986,123.54867206,420.518289319735,369.202677155126,202.788700264365,155.78495
"29","2021-22P","South West",87.3086190397577,46.9339,6.56033856618761,0.2794,62.6785837853848,28.48615,23.6662872366505,18.22612,30.463640069576,30.1092564194796,44.0963098614252,0,51.560114029687,0,46.7093781622416,0,6.92210366338495,3.2968,24.8186838686562,22.78905,84.567610378318,75.881845,16.07129961894,0,38.5956887772465,10.8465,8.92771318398467,8.41059,2.28893205179545,0,10.5955862123845,7.564,20.9965976439016,20.7692307692308,74.0606134620913,71.2592307692308,8.63726758004305,6.53884615384615,8.99368412020487,5.76923076923077,112.590511435018,104.817692307692,261.695882222367,227.458070572902,131.404928901183,118.85249,374.286393657384,332.147724796596,164.053282643161,132.49794
"30","2021-22P","Wales",66.1510566993337,41.75782,5.8723781688724,0.430525,53.4768629714714,27.23952,20.3228143435991,16.85268,25.9830863851899,27.2414954812536,30.333410465324,0,42.7578983536571,0,32.7460616304717,0,6.27658027234154,2.96352,25.171619433413,22.70161,84.8164074754694,74.4702,11.6372614720835,0,28.5698456124622,9.55643,8.58814772963097,8.21736,3.493851111981,0,10.257751800896,8.65755,22.7622228978379,22.0384615384615,73.1790447410824,60,9.66243011287771,6.92307692307692,9.45230703608346,3.11538461538462,114.115260168503,94.1146153846154,208.416189306132,186.849024985149,96.4844671646577,81.0888363435,322.531449474635,296.53837889958,150.195133993428,127.32859
"31","2022-23","North West",80.2676137389782,51.26935,10.6644944656038,0.696645,83.4074167091932,40.069815,21.5902748794102,19.05072,30.0303102733234,29.8720348264291,49.8285386352058,0,40.015653020365,0,33.9850519852664,0,6.04106546039916,3.11787,45.8459528895525,40.47356,82.6388290156391,72.64696,18.4182750223726,4.304,63.4688449200986,17.87888,9.29168305222024,8.50122,2.28480340977903,0,12.4119012191513,9.8264,31.7952617355732,27.5000000076923,78.9323065488112,69.9999999992308,10.6320432496133,7.88461538538462,11.0835777038065,8.46230769230769,132.443189237804,113.461538469231,281.829714162114,237.671195,130.096152374184,112.21112,414.272903399918,371.728312587578,210.371901847663,164.09117
"32","2022-23","East of England",88.2968895429466,44.16438,7.02649523934069,0.5643,87.6342439701687,41.82696,23.8946572034028,18.67637,31.0927522967253,31.7751715582451,60.4879032708711,0,47.8727363711427,0,43.3075321793077,0,6.81912090517062,3.43604,45.1619331742871,39.16676,81.2575220990118,68.154015,18.2580010762275,1.6275,49.8084569626261,17.16076,8.76495294384844,8.1483,2.40786256406515,0,11.7568453192414,9.19242,29.8734509674257,30,76.105969738864,66.0576923080385,8.63637071233621,7.40384615423077,9.13778860898809,8.57692307307692,123.753580027614,112.038461535346,305.252062428626,253.366829272963,148.784792813818,118.96016,429.00564245624,372.04690762586,194.485913312152,154.3139
"33","2022-23","Yorkshire",69.0157753657864,42.92477,10.9769387012057,0.59334,79.9013953380364,42.7865,19.3498072212115,16.75792,27.0833978995101,26.7673218405489,47.6504849291673,0,36.1330464461645,0,25.916816611807,0,6.65376164472927,3.11708,41.9489797870289,37.61575,76.4447428411936,68.96383,16.1952185798225,1.616095,54.1087506629227,18.58104,8.67551173098032,7.98222,1.97410115962892,0,11.9344573713634,9.17888,32.5572223042277,35.3838461538462,76.3931683065273,78.8469230769231,9.83592357018829,7.69230769153846,8.12543529383888,8.30538461538462,126.911749474782,130.228461537692,260.631561099647,223.874307310054,116.666260294954,101.8409681258,387.543310574429,353.411096318381,188.697691870968,151.996575
"34","2022-23","North East",67.7444732077061,43.9019,6.57754047065969,0.46575,69.6657006422735,34.99937,20.1976241552009,18.17352,24.9176961911859,27.276868800751,40.1394991227097,0,34.7884323120846,0,30.7974572809225,0,7.13226875478727,3.06642,40.9253625683413,38.47662,71.2351218495146,61.47408,15.9739524976518,0,38.2874785890519,19.97274,6.7579241700162,6.70548,3.70102432864638,0,9.9579622599858,7.72964,33.3236677710921,34.6153846153846,74.0087495356034,69.2307692307692,9.37486841721244,5.76923076923077,8.07150865559774,5.99769230769231,124.778794379506,115.613076923077,236.374802544523,184.2519,107.883972330416,114.4192951236,361.153596924029,313.623274134849,166.42191550456,142.29828
"35","2022-23","East Midlands",77.8035696264544,49.5673,11.6336447797766,0.839025,83.3784365226359,46.55748,24.041820568518,20.13432,28.8200549550274,28.82825584035,52.232121075672,0,39.8203315937863,0,32.9374082093338,0,7.25173480121863,3.27144,43.8536483896912,40.20124,82.7893501760003,72.47955,16.7791192906297,3.7345,58.9198153008381,19.31908,8.1045853211744,7.49436,1.88601164040402,0,13.4746524674347,10.40576,30.7570782311602,34.6153846153846,74.526389064403,80.7692307692308,9.01412313529746,8.07692307692308,6.42740248222467,4.61538461538461,120.724992913085,128.076923076923,285.161382329303,241.744194715095,130.035690702126,113.579935,405.886375242388,363.766823601106,202.341933157159,162.94957
"36","2022-23","West Midlands",80.9636705912711,48.39221,11.6730873383002,0.513,87.5194575641868,48.1328,22.9348595379745,17.95047,29.1193873845378,29.9181773524817,55.6791059426792,0,42.4340690160686,0,36.2701356118983,0,7.74665632236381,3.24632,43.828224276871,38.26148,83.4757694724828,73.33956,21.2065504911567,3.71169,54.5664512150911,18.08476,8.33242249239625,7.58778,1.97903648474564,0,14.0046795430963,10.845,30.420889948533,33,70.3868824084449,60,8.23687910933797,4.61538461538461,7.75628252917396,3.34615384615385,116.80093399549,100.961538461538,295.636224681313,258.77542205549,136.64277653395,122.6413594488,412.437158676803,362.920528094901,203.076995455602,168.38259
"37","2022-23","London",142.757014985332,67.8087,8.46094611355904,0,59.1314181554485,22.613085,20.9515565678539,17.79468,28.7664077132736,30.0569476377539,69.1675727837793,0,114.521070120386,0,97.6769502802289,0,6.26627950459168,2.4024,40.1987026153972,37.24208,75.3817474291175,64.99125,24.0950400862889,2.66965,66.996236419906,13.713,9.15182633638265,8.34552,3.34926226773815,0,11.4461529628623,7.85391,30.0106778657849,27.6923076923077,74.2220026466517,70.1923076884615,9.97509488231421,7.5,6.23011524870761,6.11538461538461,120.437890643458,111.499999996154,335.501195823838,307.748668641547,211.924587769112,182.54304,455.939086467297,420.090322556442,206.67172655071,148.35881
